,Base_Demand_MW,No_Solar_MW,Low_Solar_MW,Medium_Solar_MW,High_Solar_MW,Net_Load_No_Solar_MW,Net_Load_Low_Solar_MW,Net_Load_Medium_Solar_MW,Net_Load_High_Solar_MW
2023-01-01 11:00:00,960.8390830607023,0.0,0.0003577808358950839,0.0010733425076852518,0.0021466850153705037,960.8390830607023,960.8387252798664,960.8380097181946,960.8369363756868
2023-01-01 12:00:00,967.431040247982,0.0,0.00037040197720938917,0.0011112059316281675,0.002222411863256335,967.431040247982,967.4306698460048,967.4299290420504,967.4288178361187
2023-01-01 13:00:00,955.193596228138,0.0,0.0003577808358950839,0.0010733425076852518,0.0021466850153705037,955.193596228138,955.1932384473021,955.1925228856303,955.1914495431225
2023-01-01 14:00:00,919.9328609083716,0.0,0.0003207775218753157,0.0009623325656259471,0.0019246651312518942,919.9328609083716,919.9325401308497,919.9318985758059,919.9309362432404
2023-01-01 15:00:00,860.4598759635433,0.0,0.00026191374984966414,0.0007857412495489924,0.0015714824990979849,860.4598759635433,860.4596140497935,860.4590902222938,860.4583044810441
2023-01-01 16:00:00,850.9521008583868,0.0,0.00018520098860469456,0.0005556029658140836,0.0011112059316281673,850.9521008583868,850.9519156573981,850.9515452554209,850.9509896524552
2023-01-01 17:00:00,828.4706992458287,0.0,9.586708604541986e-05,0.00028760125813625956,0.0005752025162725191,828.4706992458287,828.4706033787426,828.4704116445705,828.4701240433124
2023-01-01 18:00:00,849.666041234699,0.0,4.536115957873293e-20,1.3608347873619877e-19,2.7216695747239753e-19,849.666041234699,849.666041234699,849.666041234699,849.666041234699
2023-01-01 19:00:00,847.8086037331675,0.0,0.0,0.0,0.0,847.8086037331675,847.8086037331675,847.8086037331675,847.8086037331675
2023-01-01 20:00:00,829.3288381127898,0.0,0.0,0.0,0.0,829.3288381127898,829.3288381127898,829.3288381127898,829.3288381127898
2023-01-01 21:00:00,781.7470317312815,0.0,0.0,0.0,0.0,781.7470317312815,781.7470317312815,781.7470317312815,781.7470317312815
2023-01-01 22:00:00,791.2909220576785,0.0,0.0,0.0,0.0,791.2909220576785,791.2909220576785,791.2909220576785,791.2909220576785
2023-01-01 23:00:00,751.8565111826556,0.0,0.0,0.0,0.0,751.8565111826556,751.8565111826556,751.8565111826556,751.8565111826556
2023-01-02 00:00:00,927.8766323106914,0.0,0.0,0.0,0.0,927.8766323106914,927.8766323106914,927.8766323106914,927.8766323106914
2023-01-02 01:00:00,876.7355443718641,0.0,0.0,0.0,0.0,876.7355443718641,876.7355443718641,876.7355443718641,876.7355443718641
2023-01-02 02:00:00,955.118795025971,0.0,0.0,0.0,0.0,955.118795025971,955.118795025971,955.118795025971,955.118795025971
2023-01-02 03:00:00,934.3054344119589,0.0,0.0,0.0,0.0,934.3054344119589,934.3054344119589,934.3054344119589,934.3054344119589
2023-01-02 04:00:00,930.1775148889651,0.0,0.0,0.0,0.0,930.1775148889651,930.1775148889651,930.1775148889651,930.1775148889651
2023-01-02 05:00:00,997.6016643234615,0.0,0.0,0.0,0.0,997.6016643234615,997.6016643234615,997.6016643234615,997.6016643234615
2023-01-02 06:00:00,992.0971941503362,0.0,0.0,0.0,0.0,992.0971941503362,992.0971941503362,992.0971941503362,992.0971941503362
2023-01-02 07:00:00,1053.505069976799,0.0,0.0003834399366951603,0.001150319810085481,0.002300639620170962,1053.505069976799,1053.5046865368622,1053.503919656989,1053.5027693371787
2023-01-02 08:00:00,1091.2131924968005,0.0,0.0007407490753690015,0.0022222472261070043,0.004444494452214009,1091.2131924968005,1091.212451747725,1091.2109702495743,1091.2087480023483
2023-01-02 09:00:00,1052.3807708793845,0.0,0.0010475773887021719,0.0031427321661065158,0.0062854643322130315,1052.3807708793845,1052.379723301996,1052.3776281472185,1052.3744854150523
2023-01-02 10:00:00,1070.175020209818,0.0,0.0012830150341987781,0.0038490451025963344,0.007698090205192669,1070.175020209818,1070.1737371947838,1070.1711711647154,1070.167322119613
2023-01-02 11:00:00,1141.5373180941997,0.0,0.0014310173253973325,0.004293051976191998,0.008586103952383996,1141.5373180941997,1141.5358870768744,1141.5330250422235,1141.5287319902473
2023-01-02 12:00:00,1129.3775743263975,0.0,0.0014814981507380032,0.004444494452214009,0.008888988904428017,1129.3775743263975,1129.3760928282468,1129.3731298319453,1129.3686853374932
2023-01-02 13:00:00,1138.268238948083,0.0,0.0014310173253973325,0.004293051976191998,0.008586103952383996,1138.268238948083,1138.2668079307578,1138.2639458961069,1138.2596528441306
2023-01-02 14:00:00,1080.094886869867,0.0,0.0012830150341987786,0.0038490451025963357,0.007698090205192671,1080.094886869867,1080.0936038548327,1080.0910378247643,1080.0871887796618
2023-01-02 15:00:00,1104.9568155869492,0.0,0.001047577388702172,0.003142732166106516,0.006285464332213032,1104.9568155869492,1104.9557680095606,1104.9536728547832,1104.950530122617
2023-01-02 16:00:00,1021.9260119868823,0.0,0.0007407490753690015,0.0022222472261070043,0.004444494452214009,1021.9260119868823,1021.9252712378069,1021.9237897396562,1021.9215674924301
2023-01-02 17:00:00,1038.0246249356544,0.0,0.0003834399366951607,0.0011503198100854821,0.0023006396201709642,1038.0246249356544,1038.0242414957177,1038.0234746158444,1038.0223242960342
2023-01-02 18:00:00,1012.5757302874628,0.0,1.8143119682440186e-19,5.442935904732056e-19,1.0885871809464112e-18,1012.5757302874628,1012.5757302874628,1012.5757302874628,1012.5757302874628
2023-01-02 19:00:00,950.3008501445248,0.0,0.0,0.0,0.0,950.3008501445248,950.3008501445248,950.3008501445248,950.3008501445248
2023-01-02 20:00:00,981.3846577272695,0.0,0.0,0.0,0.0,981.3846577272695,981.3846577272695,981.3846577272695,981.3846577272695
2023-01-02 21:00:00,896.5651760481218,0.0,0.0,0.0,0.0,896.5651760481218,896.5651760481218,896.5651760481218,896.5651760481218
2023-01-02 22:00:00,950.2829374853651,0.0,0.0,0.0,0.0,950.2829374853651,950.2829374853651,950.2829374853651,950.2829374853651
2023-01-02 23:00:00,912.260581964782,0.0,0.0,0.0,0.0,912.260581964782,912.260581964782,912.260581964782,912.260581964782
2023-01-03 00:00:00,902.6410257230319,0.0,0.0,0.0,0.0,902.6410257230319,902.6410257230319,902.6410257230319,902.6410257230319
2023-01-03 01:00:00,944.1393379381981,0.0,0.0,0.0,0.0,944.1393379381981,944.1393379381981,944.1393379381981,944.1393379381981
2023-01-03 02:00:00,906.365736419274,0.0,0.0,0.0,0.0,906.365736419274,906.365736419274,906.365736419274,906.365736419274
2023-01-03 03:00:00,902.2838617030687,0.0,0.0,0.0,0.0,902.2838617030687,902.2838617030687,902.2838617030687,902.2838617030687
2023-01-03 04:00:00,908.5739270719257,0.0,0.0,0.0,0.0,908.5739270719257,908.5739270719257,908.5739270719257,908.5739270719257
2023-01-03 05:00:00,1017.1448634570086,0.0,0.0,0.0,0.0,1017.1448634570086,1017.1448634570086,1017.1448634570086,1017.1448634570086
2023-01-03 06:00:00,1015.193018899529,0.0,0.0,0.0,0.0,1015.193018899529,1015.193018899529,1015.193018899529,1015.193018899529
2023-01-03 07:00:00,1024.3046579695492,0.0,0.0008626333379072046,0.002587900013721614,0.005175800027443228,1024.3046579695492,1024.3037953362114,1024.3020700695356,1024.2994821695218
2023-01-03 08:00:00,1062.831353186715,0.0,0.0016664796394050272,0.004999438918215081,0.009998877836430163,1062.831353186715,1062.8296867070756,1062.8263537477967,1062.8213543088787
2023-01-03 09:00:00,1094.5194561651165,0.0,0.0023567581074652147,0.007070274322395644,0.014140548644791287,1094.5194561651165,1094.517099407009,1094.5123858907941,1094.5053156164718
2023-01-03 10:00:00,1119.996290347564,0.0,0.002886427405228569,0.008659282215685706,0.017318564431371412,1119.996290347564,1119.9934039201587,1119.9876310653483,1119.9789717831325
2023-01-03 11:00:00,1096.301990611166,0.0,0.0032193914453724198,0.00965817433611726,0.01931634867223452,1096.301990611166,1096.2987712197207,1096.2923324368298,1096.2826742624939
2023-01-03 12:00:00,1102.881503146425,0.0,0.003332959278810055,0.009998877836430164,0.01999775567286033,1102.881503146425,1102.8781701871462,1102.8715042685888,1102.8615053907522
2023-01-03 13:00:00,1080.261600861541,0.0,0.0032193914453724198,0.00965817433611726,0.01931634867223452,1080.261600861541,1080.2583814700956,1080.2519426872047,1080.2422845128688
2023-01-03 14:00:00,1066.1218356456363,0.0,0.0028864274052285695,0.008659282215685708,0.017318564431371416,1066.1218356456363,1066.1189492182311,1066.1131763634207,1066.104517081205
2023-01-03 15:00:00,1065.712967525219,0.0,0.0023567581074652147,0.007070274322395644,0.014140548644791287,1065.712967525219,1065.7106107671116,1065.7058972508967,1065.6988269765743
2023-01-03 16:00:00,1075.6565996173579,0.0,0.0016664796394050272,0.004999438918215081,0.009998877836430163,1075.6565996173579,1075.6549331377184,1075.6516001784396,1075.6466007395215
2023-01-03 17:00:00,1025.7553762868492,0.0,0.0008626333379072055,0.0025879000137216165,0.005175800027443233,1025.7553762868492,1025.7545136535114,1025.7527883868356,1025.7502004868218
2023-01-03 18:00:00,1035.459438116515,0.0,4.081697912483204e-19,1.2245093737449614e-18,2.4490187474899227e-18,1035.459438116515,1035.459438116515,1035.459438116515,1035.459438116515
2023-01-03 19:00:00,992.1296659473887,0.0,0.0,0.0,0.0,992.1296659473887,992.1296659473887,992.1296659473887,992.1296659473887
2023-01-03 20:00:00,989.3814189394511,0.0,0.0,0.0,0.0,989.3814189394511,989.3814189394511,989.3814189394511,989.3814189394511
2023-01-03 21:00:00,928.5790488374901,0.0,0.0,0.0,0.0,928.5790488374901,928.5790488374901,928.5790488374901,928.5790488374901
2023-01-03 22:00:00,955.2573698077704,0.0,0.0,0.0,0.0,955.2573698077704,955.2573698077704,955.2573698077704,955.2573698077704
2023-01-03 23:00:00,958.4438298486951,0.0,0.0,0.0,0.0,958.4438298486951,958.4438298486951,958.4438298486951,958.4438298486951
2023-01-04 00:00:00,936.878172559321,0.0,0.0,0.0,0.0,936.878172559321,936.878172559321,936.878172559321,936.878172559321
2023-01-04 01:00:00,864.7995657134716,0.0,0.0,0.0,0.0,864.7995657134716,864.7995657134716,864.7995657134716,864.7995657134716
2023-01-04 02:00:00,939.0690976165096,0.0,0.0,0.0,0.0,939.0690976165096,939.0690976165096,939.0690976165096,939.0690976165096
2023-01-04 03:00:00,989.7982370836924,0.0,0.0,0.0,0.0,989.7982370836924,989.7982370836924,989.7982370836924,989.7982370836924
2023-01-04 04:00:00,933.6670971365347,0.0,0.0,0.0,0.0,933.6670971365347,933.6670971365347,933.6670971365347,933.6670971365347
2023-01-04 05:00:00,987.4498333305751,0.0,0.0,0.0,0.0,987.4498333305751,987.4498333305751,987.4498333305751,987.4498333305751
2023-01-04 06:00:00,1011.1618478410879,0.0,0.0,0.0,0.0,1011.1618478410879,1011.1618478410879,1011.1618478410879,1011.1618478410879
2023-01-04 07:00:00,1009.7564729387627,0.0,0.001533305294335002,0.0045999158830050055,0.009199831766010011,1009.7564729387627,1009.7549396334684,1009.7518730228797,1009.7472731069968
2023-01-04 08:00:00,1055.9597932436911,0.0,0.0029621183667678792,0.008886355100303637,0.017772710200607274,1055.9597932436911,1055.9568311253245,1055.950906888591,1055.9420205334904
2023-01-04 09:00:00,1111.7190015828576,0.0,0.004189067967637577,0.012567203902912731,0.025134407805825463,1111.7190015828576,1111.71481251489,1111.7064343789546,1111.6938671750518
2023-01-04 10:00:00,1147.8068094747202,0.0,0.005130539509274909,0.015391618527824726,0.030783237055649452,1147.8068094747202,1147.801678935211,1147.7914178561923,1147.7760262376646
2023-01-04 11:00:00,1126.8196315871396,0.0,0.00572237326197258,0.017167119785917742,0.034334239571835484,1126.8196315871396,1126.8139092138777,1126.8024644673537,1126.7852973475678
2023-01-04 12:00:00,1147.8773793368712,0.0,0.0059242367335357584,0.017772710200607278,0.035545420401214556,1147.8773793368712,1147.8714551001376,1147.8596066266705,1147.84183391647
2023-01-04 13:00:00,1119.465175973038,0.0,0.00572237326197258,0.017167119785917742,0.034334239571835484,1119.465175973038,1119.459453599776,1119.448008853252,1119.4308417334662
2023-01-04 14:00:00,1087.9287346351384,0.0,0.00513053950927491,0.015391618527824731,0.030783237055649462,1087.9287346351384,1087.9236040956291,1087.9133430166105,1087.8979513980828
2023-01-04 15:00:00,1146.9104446734407,0.0,0.004189067967637577,0.012567203902912731,0.025134407805825463,1146.9104446734407,1146.906255605473,1146.8978774695377,1146.8853102656349
2023-01-04 16:00:00,1029.5697484361367,0.0,0.0029621183667678792,0.008886355100303637,0.017772710200607274,1029.5697484361367,1029.56678631777,1029.5608620810365,1029.551975725936
2023-01-04 17:00:00,1018.4111450545302,0.0,0.0015333052943350034,0.004599915883005011,0.009199831766010021,1018.4111450545302,1018.4096117492359,1018.4065451386472,1018.4019452227642
2023-01-04 18:00:00,1042.917644373813,0.0,7.25509755311574e-19,2.176529265934722e-18,4.353058531869444e-18,1042.917644373813,1042.917644373813,1042.917644373813,1042.917644373813
2023-01-04 19:00:00,975.9740441671082,0.0,0.0,0.0,0.0,975.9740441671082,975.9740441671082,975.9740441671082,975.9740441671082
2023-01-04 20:00:00,994.7181041258074,0.0,0.0,0.0,0.0,994.7181041258074,994.7181041258074,994.7181041258074,994.7181041258074
2023-01-04 21:00:00,931.0962327531274,0.0,0.0,0.0,0.0,931.0962327531274,931.0962327531274,931.0962327531274,931.0962327531274
2023-01-04 22:00:00,976.5080107317049,0.0,0.0,0.0,0.0,976.5080107317049,976.5080107317049,976.5080107317049,976.5080107317049
2023-01-04 23:00:00,867.0511376609492,0.0,0.0,0.0,0.0,867.0511376609492,867.0511376609492,867.0511376609492,867.0511376609492
2023-01-05 00:00:00,919.6379079537363,0.0,0.0,0.0,0.0,919.6379079537363,919.6379079537363,919.6379079537363,919.6379079537363
2023-01-05 01:00:00,956.3176679440761,0.0,0.0,0.0,0.0,956.3176679440761,956.3176679440761,956.3176679440761,956.3176679440761
2023-01-05 02:00:00,925.792274564968,0.0,0.0,0.0,0.0,925.792274564968,925.792274564968,925.792274564968,925.792274564968
2023-01-05 03:00:00,949.4284431422603,0.0,0.0,0.0,0.0,949.4284431422603,949.4284431422603,949.4284431422603,949.4284431422603
2023-01-05 04:00:00,955.4312420791035,0.0,0.0,0.0,0.0,955.4312420791035,955.4312420791035,955.4312420791035,955.4312420791035
2023-01-05 05:00:00,957.3028669672029,0.0,0.0,0.0,0.0,957.3028669672029,957.3028669672029,957.3028669672029,957.3028669672029
2023-01-05 06:00:00,1016.3180810687073,0.0,0.0,0.0,0.0,1016.3180810687073,1016.3180810687073,1016.3180810687073,1016.3180810687073
2023-01-05 07:00:00,1080.4552060066403,0.0,0.0023952570714034535,0.00718577121421036,0.01437154242842072,1080.4552060066403,1080.452810749569,1080.4480202354262,1080.440834464212
2023-01-05 08:00:00,1089.3072035117302,0.0,0.004627281331740229,0.013881843995220687,0.027763687990441373,1089.3072035117302,1089.3025762303985,1089.293321667735,1089.2794398237397
2023-01-05 09:00:00,1085.3728797317135,0.0,0.006543964016262869,0.019631892048788607,0.03926378409757721,1085.3728797317135,1085.3663357676971,1085.3532478396646,1085.333615947616
2023-01-05 10:00:00,1140.922853895985,0.0,0.008014686367489053,0.02404405910246716,0.04808811820493432,1140.922853895985,1140.9148392096176,1140.8988098368827,1140.87476577778
2023-01-05 11:00:00,1122.9594637195362,0.0,0.008939221087666323,0.02681766326299897,0.05363532652599794,1122.9594637195362,1122.9505244984484,1122.9326460562731,1122.90582839301
2023-01-05 12:00:00,1141.5754644155559,0.0,0.00925456266348046,0.027763687990441377,0.055527375980882754,1141.5754644155559,1141.5662098528924,1141.5477007275654,1141.519937039575
2023-01-05 13:00:00,1138.2488954776813,0.0,0.008939221087666323,0.02681766326299897,0.05363532652599794,1138.2488954776813,1138.2399562565936,1138.2220778144183,1138.1952601511553
2023-01-05 14:00:00,1116.2179478477203,0.0,0.008014686367489055,0.024044059102467166,0.04808811820493433,1116.2179478477203,1116.2099331613529,1116.193903788618,1116.1698597295153
2023-01-05 15:00:00,1046.6626877233466,0.0,0.006543964016262869,0.019631892048788607,0.03926378409757721,1046.6626877233466,1046.6561437593302,1046.6430558312977,1046.623423939249
2023-01-05 16:00:00,1040.9190182118532,0.0,0.004627281331740229,0.013881843995220687,0.027763687990441373,1040.9190182118532,1040.9143909305214,1040.905136367858,1040.8912545238627
2023-01-05 17:00:00,1068.1353455556155,0.0,0.0023952570714034557,0.007185771214210367,0.014371542428420734,1068.1353455556155,1068.132950298544,1068.1281597844013,1068.1209740131872
2023-01-05 18:00:00,1066.0770969255664,0.0,1.133357054333995e-18,3.400071163001985e-18,6.80014232600397e-18,1066.0770969255664,1066.0770969255664,1066.0770969255664,1066.0770969255664
2023-01-05 19:00:00,1008.33431291834,0.0,0.0,0.0,0.0,1008.33431291834,1008.33431291834,1008.33431291834,1008.33431291834
2023-01-05 20:00:00,964.1201162717393,0.0,0.0,0.0,0.0,964.1201162717393,964.1201162717393,964.1201162717393,964.1201162717393
2023-01-05 21:00:00,944.1088272809471,0.0,0.0,0.0,0.0,944.1088272809471,944.1088272809471,944.1088272809471,944.1088272809471
2023-01-05 22:00:00,963.8542659901668,0.0,0.0,0.0,0.0,963.8542659901668,963.8542659901668,963.8542659901668,963.8542659901668
2023-01-05 23:00:00,982.6305400593054,0.0,0.0,0.0,0.0,982.6305400593054,982.6305400593054,982.6305400593054,982.6305400593054
2023-01-06 00:00:00,963.400661118117,0.0,0.0,0.0,0.0,963.400661118117,963.400661118117,963.400661118117,963.400661118117
2023-01-06 01:00:00,959.7728119339299,0.0,0.0,0.0,0.0,959.7728119339299,959.7728119339299,959.7728119339299,959.7728119339299
2023-01-06 02:00:00,898.0896017492619,0.0,0.0,0.0,0.0,898.0896017492619,898.0896017492619,898.0896017492619,898.0896017492619
2023-01-06 03:00:00,937.3108646525028,0.0,0.0,0.0,0.0,937.3108646525028,937.3108646525028,937.3108646525028,937.3108646525028
2023-01-06 04:00:00,934.2565488074753,0.0,0.0,0.0,0.0,934.2565488074753,934.2565488074753,934.2565488074753,934.2565488074753
2023-01-06 05:00:00,1007.9347815109018,0.0,0.0,0.0,0.0,1007.9347815109018,1007.9347815109018,1007.9347815109018,1007.9347815109018
2023-01-06 06:00:00,1024.2505812121196,0.0,0.0,0.0,0.0,1024.2505812121196,1024.2505812121196,1024.2505812121196,1024.2505812121196
2023-01-06 07:00:00,1056.9527277474904,0.0,0.003448233254198713,0.010344699762596138,0.020689399525192276,1056.9527277474904,1056.9492795142362,1056.9423830477278,1056.932038347965
2023-01-06 08:00:00,1045.9804975392867,0.0,0.006661475110598668,0.019984425331796004,0.03996885066359201,1045.9804975392867,1045.973836064176,1045.960513113955,1045.940528688623
2023-01-06 09:00:00,1096.266522052038,0.0,0.00942074844681945,0.028262245340458354,0.05652449068091671,1096.266522052038,1096.257101303591,1096.2382598066974,1096.209997561357
2023-01-06 10:00:00,1106.8332841084034,0.0,0.0115380133449124,0.0346140400347372,0.0692280800694744,1106.8332841084034,1106.8217460950584,1106.7986700683687,1106.764056028334
2023-01-06 11:00:00,1149.1160228692695,0.0,0.012868981701018163,0.03860694510305449,0.07721389020610898,1149.1160228692695,1149.1031538875684,1149.0774159241664,1149.0388089790633
2023-01-06 12:00:00,1186.568958180468,0.0,0.013322950221197338,0.039968850663592015,0.07993770132718403,1186.568958180468,1186.5556352302467,1186.5289893298043,1186.4890204791407
2023-01-06 13:00:00,1173.589154254855,0.0,0.012868981701018163,0.03860694510305449,0.07721389020610898,1173.589154254855,1173.5762852731539,1173.550547309752,1173.5119403646488
2023-01-06 14:00:00,1152.8295872009228,0.0,0.0115380133449124,0.0346140400347372,0.0692280800694744,1152.8295872009228,1152.8180491875778,1152.794973160888,1152.7603591208533
2023-01-06 15:00:00,1153.9780967316335,0.0,0.00942074844681945,0.028262245340458354,0.05652449068091671,1153.9780967316335,1153.9686759831866,1153.949834486293,1153.9215722409526
2023-01-06 16:00:00,1031.406168267801,0.0,0.006661475110598668,0.019984425331796004,0.03996885066359201,1031.406168267801,1031.3995067926903,1031.386183842469,1031.3661994171373
2023-01-06 17:00:00,1075.6879827539465,0.0,0.003448233254198716,0.010344699762596148,0.020689399525192297,1075.6879827539465,1075.6845345206923,1075.677638054184,1075.6672933544212
2023-01-06 18:00:00,1017.1464565582139,0.0,1.631590834358884e-18,4.894772503076652e-18,9.789545006153304e-18,1017.1464565582139,1017.1464565582139,1017.1464565582139,1017.1464565582139
2023-01-06 19:00:00,1008.4045057735065,0.0,0.0,0.0,0.0,1008.4045057735065,1008.4045057735065,1008.4045057735065,1008.4045057735065
2023-01-06 20:00:00,996.091031708426,0.0,0.0,0.0,0.0,996.091031708426,996.091031708426,996.091031708426,996.091031708426
2023-01-06 21:00:00,939.6708549457292,0.0,0.0,0.0,0.0,939.6708549457292,939.6708549457292,939.6708549457292,939.6708549457292
2023-01-06 22:00:00,927.4601226989442,0.0,0.0,0.0,0.0,927.4601226989442,927.4601226989442,927.4601226989442,927.4601226989442
2023-01-06 23:00:00,929.5453832897593,0.0,0.0,0.0,0.0,929.5453832897593,929.5453832897593,929.5453832897593,929.5453832897593
2023-01-07 00:00:00,777.1616486586398,0.0,0.0,0.0,0.0,777.1616486586398,777.1616486586398,777.1616486586398,777.1616486586398
2023-01-07 01:00:00,859.4750921447749,0.0,0.0,0.0,0.0,859.4750921447749,859.4750921447749,859.4750921447749,859.4750921447749
2023-01-07 02:00:00,760.3943841538575,0.0,0.0,0.0,0.0,760.3943841538575,760.3943841538575,760.3943841538575,760.3943841538575
2023-01-07 03:00:00,831.0193995343658,0.0,0.0,0.0,0.0,831.0193995343658,831.0193995343658,831.0193995343658,831.0193995343658
2023-01-07 04:00:00,851.1217559962942,0.0,0.0,0.0,0.0,851.1217559962942,851.1217559962942,851.1217559962942,851.1217559962942
2023-01-07 05:00:00,870.8366390658684,0.0,0.0,0.0,0.0,870.8366390658684,870.8366390658684,870.8366390658684,870.8366390658684
2023-01-07 06:00:00,861.8227666931477,0.0,0.0,0.0,0.0,861.8227666931477,861.8227666931477,861.8227666931477,861.8227666931477
2023-01-07 07:00:00,921.8540825539089,0.0,0.004691921823152619,0.014075765469457857,0.028151530938915714,921.8540825539089,921.8493906320858,921.8400067884395,921.82593102297
2023-01-07 08:00:00,939.5982861856237,0.0,0.009064096927824809,0.027192290783474425,0.05438458156694885,939.5982861856237,939.5892220886959,939.5710938948403,939.5439016040567
2023-01-07 09:00:00,918.2125994371474,0.0,0.01281856880599415,0.03845570641798245,0.0769114128359649,918.2125994371474,918.1997808683415,918.1741437307295,918.1356880243114
2023-01-07 10:00:00,919.7791427643157,0.0,0.015699476403721543,0.04709842921116463,0.09419685842232926,919.7791427643157,919.763443287912,919.7320443351045,919.6849459058933
2023-01-07 11:00:00,935.0682079368198,0.0,0.017510490629146773,0.05253147188744032,0.10506294377488064,935.0682079368198,935.0506974461907,935.0156764649324,934.9631449930449
2023-01-07 12:00:00,926.9147781862466,0.0,0.01812819385564962,0.054384581566948864,0.10876916313389773,926.9147781862466,926.896649992391,926.8603936046796,926.8060090231128
2023-01-07 13:00:00,964.9605766103153,0.0,0.017510490629146773,0.05253147188744032,0.10506294377488064,964.9605766103153,964.9430661196863,964.908045138428,964.8555136665404
2023-01-07 14:00:00,951.6604248812903,0.0,0.015699476403721543,0.04709842921116463,0.09419685842232926,951.6604248812903,951.6447254048866,951.6133264520791,951.5662280228679
2023-01-07 15:00:00,898.5466936995566,0.0,0.012818568805994152,0.03845570641798245,0.0769114128359649,898.5466936995566,898.5338751307506,898.5082379931387,898.4697822867206
2023-01-07 16:00:00,975.0719409099573,0.0,0.009064096927824809,0.027192290783474425,0.05438458156694885,975.0719409099573,975.0628768130296,975.0447486191739,975.0175563283904
2023-01-07 17:00:00,877.558437779461,0.0,0.004691921823152624,0.014075765469457872,0.028151530938915745,877.558437779461,877.5537458576379,877.5443620139915,877.5302862485221
2023-01-07 18:00:00,895.593998390889,0.0,2.2200634579644022e-18,6.660190373893207e-18,1.3320380747786413e-17,895.593998390889,895.593998390889,895.593998390889,895.593998390889
2023-01-07 19:00:00,835.8645045770006,0.0,0.0,0.0,0.0,835.8645045770006,835.8645045770006,835.8645045770006,835.8645045770006
2023-01-07 20:00:00,834.9365724224101,0.0,0.0,0.0,0.0,834.9365724224101,834.9365724224101,834.9365724224101,834.9365724224101
2023-01-07 21:00:00,877.4022966365482,0.0,0.0,0.0,0.0,877.4022966365482,877.4022966365482,877.4022966365482,877.4022966365482
2023-01-07 22:00:00,846.6243175399292,0.0,0.0,0.0,0.0,846.6243175399292,846.6243175399292,846.6243175399292,846.6243175399292
2023-01-07 23:00:00,769.6141249403586,0.0,0.0,0.0,0.0,769.6141249403586,769.6141249403586,769.6141249403586,769.6141249403586
2023-01-08 00:00:00,808.4794929196512,0.0,0.0,0.0,0.0,808.4794929196512,808.4794929196512,808.4794929196512,808.4794929196512
2023-01-08 01:00:00,854.048814272371,0.0,0.0,0.0,0.0,854.048814272371,854.048814272371,854.048814272371,854.048814272371
2023-01-08 02:00:00,827.1481757708467,0.0,0.0,0.0,0.0,827.1481757708467,827.1481757708467,827.1481757708467,827.1481757708467
2023-01-08 03:00:00,860.3457980304637,0.0,0.0,0.0,0.0,860.3457980304637,860.3457980304637,860.3457980304637,860.3457980304637
2023-01-08 04:00:00,836.9185787327942,0.0,0.0,0.0,0.0,836.9185787327942,836.9185787327942,836.9185787327942,836.9185787327942
2023-01-08 05:00:00,850.5403714047587,0.0,0.0,0.0,0.0,850.5403714047587,850.5403714047587,850.5403714047587,850.5403714047587
2023-01-08 06:00:00,868.6792271590349,0.0,0.0,0.0,0.0,868.6792271590349,868.6792271590349,868.6792271590349,868.6792271590349
2023-01-08 07:00:00,871.5500460469456,0.0,0.00612595424650122,0.018377862739503658,0.036755725479007316,871.5500460469456,871.5439200926991,871.5316681842061,871.5132903214666
